Time,open,high,low,close
2025-04-17 14:30:00,13.295,13.575,12.865,13.105
2025-04-17 15:00:00,13.095,13.875,13.095,13.365
2025-04-17 15:30:00,13.415,13.605,12.535,13.525
2025-04-17 16:00:00,13.745,13.745,12.395,12.745
2025-04-17 16:30:00,12.945,13.965,12.695,13.045
2025-04-17 17:00:00,13.075,13.075,12.235,12.505
2025-04-17 17:30:00,12.525,13.745,11.765,12.405
2025-04-17 18:00:00,12.135,14.385,12.135,13.075
2025-04-17 18:30:00,12.795,13.105,11.965,12.405
2025-04-17 19:00:00,12.535,13.875,11.965,11.965
2025-04-17 19:30:00,12.465,12.655,12.085,12.365
2025-04-17 20:00:00,12.385,13.395,11.695,12.955
2025-04-17 20:30:00,12.795,13.745,12.715,13.605
2025-04-17 21:00:00,13.755,13.825,13.575,13.825
2025-04-17 21:30:00,12.945,13.075,12.895,13.035
2025-04-17 22:00:00,13.085,13.275,12.835,12.935
2025-04-17 22:30:00,12.945,13.035,12.615,12.665
2025-04-17 23:00:00,12.745,12.895,12.185,12.495
2025-04-17 23:30:00,12.465,13.415,12.275,13.315
2025-04-18 00:00:00,13.725,14.305,13.425,13.955
2025-04-18 00:30:00,13.975,14.025,12.605,12.725
2025-04-18 01:00:00,12.785,12.785,12.785,12.785
2025-04-18 01:30:00,12.785,12.785,12.785,12.785
2025-04-18 03:00:00,12.785,12.785,12.785,12.785
2025-04-18 03:30:00,12.785,12.785,12.785,12.785
2025-04-18 04:00:00,12.785,12.785,12.785,12.785
2025-04-18 04:30:00,12.785,12.785,12.785,12.785
2025-04-18 05:00:00,12.785,12.785,12.785,12.785
2025-04-18 05:30:00,12.785,12.785,12.785,12.785
2025-04-18 06:00:00,12.785,12.785,12.785,12.785
2025-04-18 06:30:00,12.785,12.785,12.785,12.785
2025-04-18 07:00:00,12.785,12.785,12.785,12.785
2025-04-18 07:30:00,12.785,12.785,12.785,12.785
2025-04-18 08:00:00,12.785,12.785,12.785,12.785
2025-04-18 08:30:00,12.785,12.785,12.785,12.785
2025-04-18 09:00:00,12.785,12.785,12.785,12.785
2025-04-18 09:30:00,12.785,12.785,12.785,12.785
2025-04-18 10:00:00,12.785,12.785,12.785,12.785
2025-04-18 10:30:00,12.785,12.785,12.785,12.785
2025-04-18 11:00:00,12.785,12.785,12.785,12.785
2025-04-18 11:30:00,12.785,12.785,12.785,12.785
2025-04-18 12:00:00,12.785,12.785,12.785,12.785
2025-04-18 12:30:00,12.785,12.785,12.785,12.785
2025-04-18 13:00:00,12.785,12.785,12.785,12.785
2025-04-18 13:30:00,12.785,12.785,12.785,12.785
2025-04-18 14:00:00,12.785,12.785,12.785,12.785
2025-04-18 14:30:00,12.785,12.785,12.785,12.785
2025-04-18 15:00:00,12.785,12.785,12.785,12.785
2025-04-18 15:30:00,12.785,12.785,12.785,12.785
2025-04-18 16:00:00,12.785,12.785,12.785,12.785
2025-04-18 16:30:00,12.785,12.785,12.785,12.785
2025-04-18 17:00:00,12.785,12.785,12.785,12.785
2025-04-18 17:30:00,12.785,12.785,12.785,12.785
2025-04-18 18:00:00,12.785,12.785,12.785,12.785
2025-04-18 18:30:00,12.785,12.785,12.785,12.785
2025-04-18 19:00:00,12.785,12.785,12.785,12.785
2025-04-18 19:30:00,12.785,12.785,12.785,12.785
2025-04-18 20:00:00,12.785,12.785,12.785,12.785
2025-04-18 20:30:00,12.785,12.785,12.785,12.785
2025-04-18 21:00:00,12.785,12.785,12.785,12.785
2025-04-18 21:30:00,12.785,12.785,12.785,12.785
2025-04-18 22:00:00,12.785,12.785,12.785,12.785
2025-04-18 22:30:00,12.785,12.785,12.785,12.785
2025-04-18 23:00:00,12.785,12.785,12.785,12.785
2025-04-18 23:30:00,12.785,12.785,12.785,12.785
2025-04-19 00:00:00,12.785,12.785,12.785,12.785
2025-04-19 00:30:00,12.785,12.785,12.785,12.785
2025-04-19 01:00:00,12.785,12.785,12.785,12.785
2025-04-19 01:30:00,12.785,12.785,12.785,12.785
2025-04-21 17:30:00,11.765,11.915,11.335,11.795
2025-04-22 07:30:00,9.005,9.075,8.935,8.995
2025-04-22 08:00:00,9.095,9.395,8.375,8.665
2025-04-22 08:30:00,8.885,9.375,8.525,9.145
2025-04-22 09:00:00,9.165,9.195,8.565,8.735
2025-04-22 09:30:00,8.635,9.705,8.415,8.905
2025-04-22 10:00:00,8.515,8.825,7.845,8.785
2025-04-22 10:30:00,8.675,10.245,8.555,9.935
2025-04-22 11:00:00,9.825,10.715,9.625,10.175
2025-04-22 11:30:00,10.205,11.045,9.945,10.205
2025-04-22 12:00:00,10.615,10.785,9.755,10.245
2025-04-22 12:30:00,10.105,11.545,10.045,11.365
2025-04-22 13:00:00,11.195,11.775,10.885,11.335
2025-04-22 13:30:00,11.225,12.355,10.785,11.745
2025-04-22 14:00:00,11.715,12.295,10.265,12.115
2025-04-22 14:30:00,12.105,12.145,10.805,11.005
2025-04-22 15:00:00,10.885,11.275,10.595,10.975
2025-04-22 15:30:00,10.865,11.725,10.785,11.515
2025-04-22 16:00:00,11.155,11.725,10.815,11.075
2025-04-22 16:30:00,11.395,11.895,10.395,11.275
2025-04-22 17:00:00,11.275,12.105,10.695,11.765
2025-04-22 17:30:00,12.055,12.745,10.155,11.335
2025-04-22 18:00:00,11.475,12.425,11.275,12.275
2025-04-22 18:30:00,12.195,13.395,11.695,13.395
2025-04-22 19:00:00,12.735,12.775,11.375,11.375
2025-04-22 19:30:00,11.375,12.445,11.135,11.265
2025-04-22 20:00:00,11.095,12.165,10.375,10.525
2025-04-22 20:30:00,10.285,11.985,10.015,11.665
2025-04-22 21:00:00,11.815,11.845,11.625,11.785
2025-04-23 03:00:00,42.465,42.465,8.155,9.025
2025-04-23 03:30:00,9.105,9.335,8.095,8.925
2025-04-23 04:00:00,8.775,8.985,7.985,8.175
2025-04-23 04:30:00,8.275,9.715,8.225,8.425
2025-04-23 05:00:00,8.565,8.675,6.835,8.595
2025-04-23 05:30:00,8.375,9.315,8.095,9.165
2025-04-23 06:00:00,9.105,10.045,9.105,9.995
2025-04-23 06:30:00,10.215,10.215,8.375,9.155
2025-04-23 07:00:00,9.335,10.325,8.545,9.895
2025-04-23 07:30:00,9.695,10.045,8.755,9.855
2025-04-23 08:00:00,9.975,10.355,9.455,9.795
2025-04-23 08:30:00,9.725,9.755,9.135,9.175
2025-04-23 09:00:00,9.105,9.925,8.825,9.695
2025-04-23 09:30:00,9.745,9.975,8.215,9.875
2025-04-23 10:00:00,10.005,10.835,9.745,10.315
2025-04-23 10:30:00,10.385,11.095,9.235,10.885
2025-04-23 11:00:00,11.095,11.425,10.355,11.345
2025-04-23 11:30:00,10.975,11.105,10.435,10.435
2025-04-23 12:00:00,10.385,11.375,9.935,11.185
2025-04-23 12:30:00,11.135,14.005,10.885,11.165
2025-04-23 13:00:00,11.135,11.855,10.535,11.245
2025-04-23 13:30:00,11.255,11.425,10.495,10.965
2025-04-23 14:00:00,10.855,10.935,9.965,9.995
2025-04-23 14:30:00,10.465,11.435,10.175,11.235
2025-04-23 15:00:00,11.145,11.985,10.865,11.735
2025-04-23 15:30:00,11.525,11.735,10.355,10.365
2025-04-23 16:00:00,10.395,12.015,10.205,11.765
2025-04-23 16:30:00,11.515,12.465,10.885,10.885
2025-04-23 17:00:00,10.645,11.945,9.185,11.805
2025-04-23 17:30:00,12.325,12.345,8.935,10.235
2025-04-23 18:00:00,10.485,12.185,10.045,12.055
2025-04-23 18:30:00,11.585,12.485,11.235,11.255
2025-04-23 19:00:00,11.565,12.375,10.745,12.205
2025-04-23 19:30:00,12.475,12.535,11.865,12.005
2025-04-23 20:00:00,12.325,12.905,11.485,11.905
2025-04-23 20:30:00,11.925,12.935,11.545,12.245
2025-04-23 21:00:00,12.375,12.765,12.155,12.765
2025-04-24 03:00:00,11.755,11.785,11.295,11.305
2025-04-24 03:30:00,11.285,11.705,10.825,11.005
2025-04-24 04:00:00,10.485,11.345,9.685,10.115
2025-04-24 04:30:00,10.295,10.295,8.535,8.985
2025-04-24 05:00:00,8.895,9.905,8.315,9.695
2025-04-24 05:30:00,9.105,9.595,8.235,9.205
2025-04-24 06:00:00,9.135,10.015,8.075,8.895
2025-04-24 06:30:00,8.645,10.185,8.255,9.975
2025-04-24 07:00:00,9.835,10.495,8.905,10.375
2025-04-24 07:30:00,10.345,10.995,9.615,9.615
2025-04-24 08:00:00,10.095,10.215,9.685,9.835
2025-04-24 08:30:00,9.835,11.035,9.835,10.845
2025-04-24 09:00:00,10.845,10.865,10.175,10.275
2025-04-24 09:30:00,10.205,10.475,9.185,10.245
2025-04-24 10:00:00,10.395,10.935,9.295,9.995
2025-04-24 10:30:00,10.035,11.095,9.975,11.005
2025-04-24 11:00:00,10.985,11.425,9.895,10.165
2025-04-24 11:30:00,10.235,10.995,10.015,10.175
